id|url|title|warranty|regular_price|happy_price|category|image
11|https://www.neptun.mk/categories/gaming_laptopi/ACER-Aspire-7-A715-76G-77DS-i7-12650H-16GB-512GB-RTX-2050-4GB|LAPTOP ACER ASPIRE 7 A715-76G-77DS I7-12650H/16GB/512GB/RTX 2050 4GB|24.0|963.97|854.84|Laptop|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
12|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-5-A515-56G-358F-i3-1115G4-8GB-256GB-MX350-2GB|LAPTOP ACER ASPIRE 5 A515-56G-358F I3-1115G4/8GB/256GB/MX350 2GB|24.0|545.63|400.05|Laptop|https://www.neptun.mk/2023/03/31/%D0%B0%D1%86_1.JPG
13|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-3-A315-58-774J-i7-1165G7-16GB-512GB|LAPTOP ACER ASPIRE 3 A315-58-774J I7-1165G7/16GB/512GB|24.0|818.46|636.58|Laptop|https://www.neptun.mk/2023/05/18/Acer_037d8fde-3285-4cea-9756-e56c4f83142c.JPG
14|https://www.neptun.mk/categories/WEB_KAMERI/500-5MP-2560x1920-CMOS-USB-460729-|WEB CAMERA MANHATTAN 1080P  USB  MICROPHONE  BLACK|24.0|40.0|0.0|Webcam|https://www.neptun.mk/2020/12/18/2.jpg
15|https://www.neptun.mk/categories/gaming_laptopi/ACER-AN515-57-53A7-i5-11400H-8GB-512B-RTX-3050-4GB|LAPTOP ACER AN515-57-53A7 I5-11400H/8GB/512B/RTX 3050 4GB|24.0|1018.53|873.03|Laptop|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
16|https://www.neptun.mk/categories/3D_PECATARI/3D-PRINTER-OMNI-200|3D PRINTER OMNI 200  100MM / S  260 ° C  1.75 MM|12.0|1800.64|1455.06|3D printer|https://www.neptun.mk/2021/10/29/777_81a56381-82fe-4ce9-ac84-4d57e2212bab.JPG
17|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-3-A315-24P-R1GJ-R3-7320U-8GB-DDR5-512GB|LAPTOP ACER ASPIRE 3 A315-24P-R1GJ R3-7320U/8GB DDR5/512GB|24.0|454.69|372.84|Laptop|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
18|https://www.neptun.mk/categories/LICNA_NEGA_I_UBAVINA_RAZNO/3M-AURA-9320-|PROTECTIVE MASK 3M AURA 9320+|0.0|3.62|2.64|Phone case|https://www.neptun.mk/2021/10/30/Aura9320PackshotF20210211095039_8212e885-9991-49c9-b12a-198043742078.jpg
19|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-3-A315-58-54EF-i5-1135G7-8GB-512GB|LAPTOP ACER ASPIRE 3 A315-58-54EF I5-1135G7/8GB/512GB/WIN11|24.0|600.2|481.98|Laptop|https://www.neptun.mk/2023/05/18/Acer_c03e89e0-ab6c-4513-a158-960c1ab9fcef.JPG
20|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-3-A315-24P-R8UG-R5-7520U-16GB-DDR5-512GB|LAPTOP ACER ASPIRE 3 A315-24P-R8UG R5-7520U/16GB/512GB|24.0|618.39|491.07|Laptop|https://www.neptun.mk/2023/04/28/acer_1.JPG
21|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-5-A515-56G-32LT-i3-1115G4-8GB-256GB-MX350-2GB|LAPTOP ACER ASPIRE 5 A515-56G-32LT I3-1115G4/8GB/256GB/MX350 2GB|24.0|545.63|400.05|Laptop|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
22|https://www.neptun.mk/categories/monitori1/AOC-24--24G2SAE-BK-FHD-165Hz|"MONITOR AOC 24 ""24G2SAE/BK FHD 165HZ  24"" (60.9CM)  1MS"|36.0|181.87|163.68|Monitor|https://www.neptun.mk/2023/07/04/AOC.JPG
23|https://www.neptun.mk/categories/Gaming_Mousepad/ADDISON-Rampage-MP-11-290x220x3mm-GAMING--17151-|MOUSEPAD ADDISON RAMPAGE MP11  290X220X3MM GAMING|24.0|5.44|2.89|Mousepad|https://www.neptun.mk/2018/01/30/1_7f212e1b-9b0c-4474-96eb-572324c7cb3f.jpg
24|https://www.neptun.mk/categories/Gaming_Mousepad/ADDISON-Rampage-300x700x3mm-Gaming|MOUSEPAD ADDISON RAMPAGE 300X700X3MM GAMING|0.0|7.26|5.44|Mousepad|https://www.neptun.mk/2022/06/08/30027201_0423b016-82d3-43ac-a092-5054a3bfcfdb.jpg
25|https://www.neptun.mk/categories/Priklucnici/ACME-SH3305-Wi-fi-6-Outlets-White|SMART PROD.CABLE ACME SH3305 WI-FI 6 OUTLETS WHITE|24.0|85.47|67.28|Cable|https://www.neptun.mk/2021/10/12/acme-power-strip-sh3305-6-fach-wifi-smart-strip_9d49dd74-784a-48ae-b2de-831bc908d6a4.jpg
26|https://www.neptun.mk/categories/TASTATURI/ACME-KS-06|KEYBOARD ACME KS 06|12.0|9.08|0.0|Keyboard|https://www.neptun.mk/2022/05/04/333_7b870215-9257-48cb-87bc-2148a68b927c.JPG
27|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-X-16-SFX16-61G-R7WG-16--R7-7840HS-32GB-DDR5-1TB-RTX-4050-6GB-WIN11PRO|LAPTOP ACER SWIFT X 16 SFX16-61G-R7WG  R7-7840HS/32GB/1TB/RTX 4050|24.0|2000.71|1909.77|Laptop|https://www.neptun.mk/2023/09/04/Swift_f3d6be15-5020-4dd8-879a-124771629871.JPG
28|https://www.neptun.mk/categories/Gaming_Mousepad/ADDISON-RAMPAGE-300350-350x250x1mm-Gaming-Mouse-Pad--28552-|MOUSEPAD ADDISON RAMPAGE 300350 350X250X1MM GAMING MOUSE PAD (28552)|0.0|4.53|0.0|Mousepad|https://www.neptun.mk/2020/06/13/1_04f86694-192e-41dd-8a7a-2a1055e2d069.jpg
29|https://www.neptun.mk/categories/KABLI_I_RAZDELNICI/ADAPTER-SCART-3-RCA|ADAPTER SCART 3 RCA|3.0|1.8|1.4|Adapter|https://www.neptun.mk/2020/09/17/33_4d6c848e-cb53-4e59-8374-51adef9d48a6.jpg
30|https://www.neptun.mk/categories/Priklucnici/ACME-SH3103-Wi-fi-3-Outlets-White|SMART PROD.CABLE ACME SH3103 WI-FI 3 OUTLETS WHITE|24.0|67.28|53.82|Cable|https://www.neptun.mk/2021/10/12/31Je-DTU37L.AC_67e64925-da44-44a1-bb02-d87162c0a439.jpg
31|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-Go-16-SFG16-71-78PW-16--i7-1355U-16GB-DDR5-512GB|"LAPTOP ACER SWIFT GO 16 SFG16-71-78PW 16 ""I7-1355U/16GB DDR5/512GB"|24.0|1254.98|1109.48|Laptop|https://www.neptun.mk/2023/10/04/AcerOLED_b5ec5101-0e8e-4daa-86ba-01df83c438e3.JPG
32|https://www.neptun.mk/categories/Gaming_Mousepad/ADDISON-Rampage-300267-320x270x3mm-GAMING|MOUSEPAD ADDISON RAMPAGE 300267 320X270X3MM GAMING|0.0|9.08|0.0|Mousepad|https://www.neptun.mk/2020/10/30/A_7f498f2a-9f07-4ed6-9eea-cb0fb2baa52a.jpg
33|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-GO-14-SFG314-42-R1S7-14--R5-7640U-16GB-DDR5-512GB-WIN11|ACER SWIFT GO 14 SFG314 42 R1S7 14 R5 7640U 16GB DDR5 512GB WIN11|24.0|1091.29|963.97|Laptop|https://www.neptun.mk/2024/01/02/Acer01_fc051133-567c-4185-8eed-d206d58cc97c.JPG
34|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-GO-14-SFG314-42-R06D-14--OLED-R7-7840U-16GB-DDR5-512GB-WIN11|"LAPTOP ACER SWIFT GO 14 SFG314-42-R06D 14 ""OLED R7-7840U/16GB DDR5/512GB/WIN11"|24.0|1182.23|1036.72|Laptop|https://www.neptun.mk/2024/01/31/Acer_fab9cee5-2cff-427a-90c6-94b287d27b7a.JPG
35|https://www.neptun.mk/categories/gaming_laptopi/ACER-Predator-Helios-300-PH315-55-95CR-i9-12900H-16GB-DDR5-1TB-RTX-3070-8GB|ACER PREDATOR HELIOS 300 PH315 55 95CR I9 12900H 16GB DDR5 1TB RTX 3070 8GB|24.0|1691.51|1400.49|Laptop|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
36|https://www.neptun.mk/categories/gaming_laptopi/ACER-Predator-Helios-300-PH315-55-96NA-i9-12900H-32GB-DDR5-1TB-RTX-3070-8GB|LAPTOP ACER PREDATOR HELIOS 300 PH315-55-96NA I9-12900H/32GB DDR5/1TB/RTX 3070 8GB|24.0|1782.45|1491.43|Laptop|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
37|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN517-55-73PG-17-3--i7-12700H-16GB-512GB-RTX-3060-6GB|"ACER NITRO 5 AN517-55-73PG 17.3 ""I7-12700H/16GB/512GB/RTX 3060 6GB"|24.0|1618.75|1491.43|Laptop|https://www.neptun.mk/2023/03/31/nitro_1.JPG
38|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-Go-14-SFG14-42-R54G-14--R5-7640U-16GB-DDR5-512GB|LAPTOP ACER SWIFT GO 14 SFG14-42-R54G  R5-7640U/16GB/512GB|24.0|1036.72|1000.35|Laptop|https://www.neptun.mk/2023/09/04/Swift01_acbd9c07-e4e0-4ddd-a6df-f45d90033307.JPG
39|https://www.neptun.mk/categories/gaming_laptopi/ACER-Predator-Helios-300-PH315-55-70W2-i7-12700H-16GB-DDR5-512GB-RTX-3070Ti-8GB|ACER PREDATOR HELIOS 300 PH315 55 70W2 I7 12700H 16GB DDR5 512GB RTX 3070TI 8GB|24.0|1927.96|1764.26|Laptop|https://www.neptun.mk/2023/09/04/Predator_8427ff1b-90de-46f9-b4b7-c4b5dbcf7643.JPG
40|https://www.neptun.mk/categories/gaming_laptopi/ACER-Predator-Helios-300-PH315-55-9562-i9-12900H-16GB-DDR5-1TB-RTX-3070Ti-8GB|LAPTOP ACER PREDATOR HELIOS 300 PH315-55-9562 I9-12900H/16GB/1TB/RTX 3070TI 8GB|24.0|2091.65|1891.58|Laptop|https://www.neptun.mk/2023/09/06/canvas_c13948c3-0d8a-404e-9957-6dddf9c40d3e.png
41|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN517-55-5834-17-3--i5-12500H-16GB-512GB-RTX-3050-4GB|ACER NITRO 5 AN517 55 5834 17 3 I5 12500H 16GB 512GB RTX 3050 4GB|24.0|1200.42|1091.29|Laptop|https://www.neptun.mk/2023/03/31/ACER_Nitro_5_AN517-55-5834.JPG
42|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-Go-14-SFG14-71-72JF-14--i7-1355U-16GB-DDR5-512GB-WIN11|"LAPTOP ACER SWIFT GO 14 SFG14-71-72JF 14 ""I7-1355U/16GB DDR5/512GB/WIN11"|24.0|1182.23|1091.29|Laptop|https://www.neptun.mk/2023/09/06/Swift01acbd9c07-e4e0-4ddd-a6df-f45d90033307_f37ef793-1d54-4dbd-b715-badbfc95f416.JPG
43|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN517-54-79DQ-17-3--i7-11600H-32GB-512GB-SSD-RTX-3050-4GB|"LAPTOP ACER NITRO 5 AN517-54-79DQ 17.3 ""I7-11600H/32GB/512GB SSD/RTX 3050 4GB"|24.0|1109.48|1036.72|Laptop|https://www.neptun.mk/2024/02/20/NitroAN517-54_5b6f46e2-566a-42c3-9f3a-3afc8e1ca0bc.JPG
44|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN517-55-52JQ-17-3--i5-12500H-16GB-512GB-RTX-3050-4GB|ACER NITRO 5 AN517 55 52JQ 17 3 I5 12500H 16GB 512GB RTX 3050 4GB|24.0|1145.85|1091.29|Laptop|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
45|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN515-46-R0DK-R7-6800H-16GB-DDR5-512GB-RTX-3050-4GB|ACER NITRO 5 AN515 46 R0DK R7 6800H 16GB DDR5 512GB RTX 3050 4GB|24.0|1164.04|1109.48|Laptop|https://www.neptun.mk/2023/09/04/Acer_b085a829-0420-48f1-af2f-58fefc86dc36.JPG
46|https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Extensa-15-EX215-54-55ZW-i5-1135G7-8GB-512GB|LAPTOP ACER EXTENSA 15 EX215-54-55ZW I5-1135G7/8GB/512GB|24.0|591.11|454.69|Laptop|https://www.neptun.mk/2023/04/10/extensa.JPG
47|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN515-46-R3WL-R7-6800H-16GB-DDR5-512GB-RTX-3070Ti-8GB|LAPTOP ACER NITRO 5 AN515-46-R3WL R7-6800H/16GB DDR5/512GB/RTX 3070TI 8GB|48.0|1546.0|1291.36|Laptop|https://www.neptun.mk/2023/11/03/AcerP1_28dd9c04-24c4-49d3-a798-4390b2fce0ec.jpg
48|https://www.neptun.mk/categories/TABLETI/ACER-Iconia-P10-10-4--4GB-128GB-WiFi---Cover|"ACER ICONIA P10 10.4 ""4GB/128GB WIFI + COVER  4/128GB  8/5MP  6000MAH"|24.0|250.98|200.05|Tablet|https://www.neptun.mk/2023/07/17/P10Protectivecover02_5818a523-adf0-4153-ba03-50acd75bb73e.jpg
49|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN515-46-R950-R5-6600H-16GB-DDR5-512GB-RTX-3050-4GB|LAPTOP ACER NITRO 5 AN515-46-R950 R5-6600H/16GB/512GB/RTX 3050|24.0|1054.91|1000.35|Laptop|https://www.neptun.mk/2023/09/04/Acer_39b29bd6-6577-4225-8463-5996b06e5b85.JPG
50|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN515-47-R0A1-R5-7535HS-16GB-DDR5-512GB-RTX-3050-4GB|LAPTOP ACER NITRO 5 AN515-47-R0A1 R5-7535HS/16GB DDR5/512GB/RTX 3050 4GB|24.0|1273.17|1109.48|Laptop|https://www.neptun.mk/2023/03/16/Capture.JPG
51|https://www.neptun.mk/categories/gaming_laptopi/ACER-Nitro-5-AN515-47-R4CG-R7-7735HS-16GB-DDR5-512GB-RTX-3050-4GB|ACER NITRO 5 AN515 47 R4CG R7 7735HS 16GB DDR5 512GB RTX 3050 4GB|24.0|1382.3|1200.42|Laptop|https://www.neptun.mk/2023/03/16/Capture.JPG
52|https://www.neptun.mk/categories/TABLETI/Apple-12-9-inch-iPad-Pro--6th--Wi_Fi-256GB---Space-Grey-mnxr3hc-a|APPLE 12.9 -INCH IPAD PRO (6TH) WI_FI 256GB - SPACE GRAY MNXR3HC/A|12.0|1696.96|1636.94|Tablet|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
53|https://www.neptun.mk/categories/mobilni_telefoni/Apple-iPhone-12-128GB-Purple--mjnp3se-a-|IPHONE 128GB PURPLE|12.0|909.24|690.98|Smartphone|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
54|https://www.neptun.mk/categories/TABLETI/Apple-11-inch-iPad-Pro--4th--Wi-Fi-256GB---Space-Grey-mnxf3hc-a|APPLE 11-INCH IPAD PRO (4TH) WI-FI 256GB-SPACE GRAY MNXF3HC/A|12.0|1274.99|1236.8|Tablet|https://www.neptun.mk/2022/12/21/Screenshot2022-12-21103207_a6131256-bd2a-43da-8588-c45d847e82e9.jpg
55|https://www.neptun.mk/categories/TABLETI/Apple-12-9-inch-iPad-Pro--6th--Wi_Fi-128GB---Space-Grey-mnxp3hc-a|APPLE 12.9 -INCH IPAD PRO (6TH) WI_FI 128GB - SPACE GRAY MNXP3HC/A|12.0|1558.73|1436.87|Tablet|https://www.neptun.mk/2022/11/02/ipad_8d07faf2-6e89-4e89-873e-515c73282363.jpg
56|https://www.neptun.mk/categories/TABLETI/Apple-12-9-inch-iPad-Pro--6th--Wi-Fi-128GB---Silver-mnxq3hc-a|APPLE 12.9-INCH IPAD PRO (6TH) WI-FI 128GB-SILVER MNXQ3HC/A|12.0|1558.73|1436.87|Tablet|https://www.neptun.mk/2024/03/01/Apple_71f6f36b-c5ad-45ab-b018-0021551d2e9a.JPG
57|https://www.neptun.mk/categories/mobilni_telefoni/Apple-iPhone-12-64GB-Purple--mjnm3se-a-|IPHONE 12 64GB PURPLE|12.0|836.49|636.41|Smartphone|https://png.pngtree.com/png-vector/20221125/ourmid/pngtree-no-image-available-icon-flatvector-illustration-pic-design-profile-vector-png-image_40966566.jpg
58|https://www.neptun.mk/categories/mobilni_telefoni/Apple-iPhone-13-128GB-Green|IPHONE 13 128GB GREEN|12.0|1016.55|745.54|Smartphone|https://www.neptun.mk/2023/02/24/74.JPG
59|https://www.neptun.mk/categories/TABLETI/Apple-11-inch-iPad-Pro--4th--Wi-Fi-128GB-Space-Grey-mnxd3hc-a|APPLE 11-INCH IPAD PRO (4TH) WI-FI 128GB-SPACE GRAY MNXD3HC/A|12.0|1138.58|1091.29|Tablet|https://www.neptun.mk/2022/11/02/ipad_83c315b6-aec8-4436-ad06-109ca5039215.jpg
60|https://www.neptun.mk/categories/TABLETI/Apple-11-inch-iPad-Pro--4th--Wi-Fi-128GB---Silver-mnxe3hc-a|APPLE 11-INCH IPAD PRO (4TH) WI-FI 128GB-SILVER MNXE3HC/A|12.0|1138.58|1091.29|Tablet|https://www.neptun.mk/2022/12/22/ipadproq123wi-fi11in4thgenerationsilverpdpimageposition-1bwwcett4_7477daa2-3c60-4a91-bbea-41882ae71457.jpg
61|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad-Air5-Wi-Fi-64GB-Space-Grey-mm9c3hc-a|APPLE 10.9-INCH IPAD AIR5 WI-FI 64GB-SPACE GRAY MM9C3HC/A|12.0|843.93|763.9|Tablet|https://www.neptun.mk/2022/03/31/ipad-air-select-wifi-spacegray-2020093_fed9f2cd-95bb-41d6-a361-f38ca701e9f1.jpg
62|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad-Air5-Wi-Fi-64GB---Pink-mm9d3hc-a|APPLE 10 9 INCH IPAD AIR5 WI FI 64GB PINK MM9D3HC A|12.0|843.93|763.9|Tablet|https://www.neptun.mk/2022/12/20/ipadairwi-fipinkpdpimageposition-1bwwen21_47eef6b2-0982-4251-a887-c25858306524.jpg
63|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad-Air5-Wi-Fi-64GB-Blue-mm9e3hc-a|APPLE 10 9 INCH IPAD AIR5 WI FI 64GB BLUE MM9E3HC A|12.0|843.93|763.9|Tablet|https://www.neptun.mk/2022/03/31/ipad-air-select-wifi-blue-20200931_fd9e59b5-f768-468c-b5f6-fbe84e13aa31.jpg
64|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad-Air5-Wi-Fi-256GB---Starlight-mm9p3hc-a|APPLE TABLET 10.9-INCH IPAD AIR5 WI-FI 256GB-STARLIGHT MM9P3HC/A|12.0|1053.09|963.97|Tablet|https://www.neptun.mk/2023/02/14/ipad_bez.PNG
65|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad-Air5-Wi-Fi-64GB-Purple-mme23hc-a|APPLE 10.9-INCH IPAD AIR5 WI-FI 64GB-PURPLE MME23HC/A|12.0|843.93|763.9|Tablet|https://www.neptun.mk/2023/10/13/A1.jpg
66|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad-Air5-Wi-Fi-256GB---Space-Grey-mm9l3hc-a|APPLE 10.9-INCH IPAD AIR5 WI-FI 256GB-SPACE GRAY MM9L3HC/A|12.0|1053.09|963.97|Tablet|https://www.neptun.mk/2022/12/22/Screenshot2022-12-22091758_85965227-f6b6-4e7c-8616-b5e4966904ec.jpg
67|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad-Air5-Wi-Fi-256GB---Blue-mm9n3hc-a|APPLE 10.9-INCH IPAD AIR5 WI-FI 256GB-BLUE MM9N3HC/A|12.0|1053.09|963.97|Tablet|https://www.neptun.mk/2023/02/14/blue_ipad.PNG
68|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad-Air5-Wi-Fi-64GB-Starlight-mm9f3hc-a|APPLE 10.9-INCH IPAD AIR5 WI-FI 64GB-STARLIGHT MM9F3HC/A|12.0|843.93|763.9|Tablet|https://www.neptun.mk/2022/03/31/ipad-air-select-wifi-silver-2020092_4ba454f8-39da-476e-bc9d-68633ac39fdc.jpg
69|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad--10th--Wi-Fi-64GB---Silver-mpq03hc-a|APPLE 10.9-INCH IPAD (10TH) WI-FI 64GB-SILVER MPQ03HC/A|12.0|632.94|454.69|Tablet|https://www.neptun.mk/2022/11/02/iPadSilver_345eb63b-8d1c-462a-b704-9ff3712dd10c.jpg
70|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad--10th--Wi-Fi-64GB---Pink-mpq33hc-a|APPLE 10.9-INCH IPAD (10TH) WI-FI 64GB-PINK MPQ33HC/A|12.0|632.94|454.69|Tablet|https://www.neptun.mk/2022/11/02/ipad10thgenerationq123wi-fipinkpdpimageposition-1bwwcett_2b7fc7ba-c7a4-4f8d-972e-f086226e0d13.jpg
71|https://www.neptun.mk/categories/monitori1/AOC-32--C32G2ZE-BK|"MONITOR AOC 32 ""C32G2ZE/BK  1080P. 240HZ"|36.0|381.94|363.75|Monitor|https://www.neptun.mk/2021/06/10/123_240ceb74-6456-4acc-8721-574f47aadc79.JPG
72|https://www.neptun.mk/categories/TABLETI/Apple-10-2-inch-iPad-9-Wi-Fi-64GB---Space-Grey-mk2k3hc-a|APPLE 10.2-INCH IPAD 9 WI-FI 64GB-SPACE GRAY MK2K3HC/A|12.0|474.7|400.13|Tablet|https://www.neptun.mk/2021/09/29/6141bcd5761596118b56237f-900Wx900H-820Wx820H_9c556826-6959-4ce5-8445-1d616779a74e.jpg
73|https://www.neptun.mk/categories/monitori1/AOC-27--27G2SPU-BK-CURVED-FHD-165Hz|"MONITOR AOC 27 ""27G2SPU/BK FHD 165HZ  27"" (68.6CM)  1MS"|36.0|265.53|209.15|Monitor|https://www.neptun.mk/2023/02/20/12_75efb142-102a-4ac1-af0f-7f9181e29ed5.JPG
74|https://www.neptun.mk/categories/TABLETI/Apple-10-2-inch-iPad-9-Wi-Fi-64GB---Silver-mk2l3hc-a|APPLE 10.2-INCH IPAD 9 WI-FI 64GB-SILVER MK2L3HC/A|12.0|474.7|400.13|Tablet|https://www.neptun.mk/2021/09/29/6141bd78761596118b562478-900Wx900H-820Wx820H_3a94bfa2-eb20-4a6d-84b8-5628c3fe86bf.jpg
75|https://www.neptun.mk/categories/TABLETI/Apple-10-9-inch-iPad--10th--Wi-Fi-256GB---Blue-mpq93hc-a|APPLE 10 9 INCH IPAD 10TH WI FI 256GB BLUE MPQ93HC A|12.0|843.93|665.68|Tablet|https://www.neptun.mk/2022/11/02/ipad10thgenerationq123wi-fibluepdpimageposition-1bwwcett_dedcde99-cee2-448b-879b-ff1fe31427f4.jpg
